epochMs,queueSize,queueCapacity,droppedOverflow,exportFailures,exportTimeouts
1781149014142,41,2048,0,649,0
1781149019146,64,2048,0,650,0
1781149024164,48,2048,0,651,0
1781149029170,63,2048,0,652,0
1781149034182,65,2048,0,653,0
1781149039197,58,2048,0,654,0
1781149044200,53,2048,0,655,0
1781149049213,64,2048,0,656,0
1781149054225,58,2048,0,657,0
1781149059239,41,2048,0,658,0
1781149064243,62,2048,0,659,0
1781149069247,62,2048,0,660,0
1781149074263,58,2048,0,661,0
1781149079269,62,2048,0,662,0
1781149084284,57,2048,0,663,0
1781149089292,46,2048,0,664,0
1781149094306,75,2048,0,665,0
1781149099311,65,2048,0,666,0
1781149104326,66,2048,0,667,0
1781149109332,70,2048,0,668,0
1781149114337,75,2048,0,669,0
1781149119344,78,2048,0,670,0
1781149124348,68,2048,0,671,0
1781149129360,91,2048,0,672,0
1781149134370,68,2048,0,673,0
1781149139371,50,2048,0,674,0
1781149144380,67,2048,0,675,0
1781149149399,62,2048,0,676,0
1781149154411,87,2048,0,677,0
1781149159427,86,2048,0,678,0
1781149164448,100,2048,0,679,0
1781149169450,92,2048,0,680,0
1781149174465,78,2048,0,681,0
1781149179471,57,2048,0,682,0
1781149184487,88,2048,0,683,0
1781149189497,83,2048,0,684,0
1781149194512,68,2048,0,685,0
1781149199518,68,2048,0,686,0
1781149204526,75,2048,0,687,0
1781149209541,62,2048,0,688,0
1781149214556,120,2048,0,689,0
1781149219566,88,2048,0,690,0
1781149224577,74,2048,0,691,0
1781149229579,81,2048,0,692,0
1781149234582,105,2048,0,693,0
1781149239590,79,2048,0,694,0
1781149244598,89,2048,0,695,0
1781149249611,77,2048,0,696,0
1781149254618,90,2048,0,697,0
1781149259630,84,2048,0,698,0
1781149264652,76,2048,0,699,0
1781149269665,120,2048,0,700,0
1781149274676,89,2048,0,701,0
1781149279685,86,2048,0,702,0
1781149284695,81,2048,0,703,0
1781149289702,83,2048,0,704,0
1781149294707,111,2048,0,705,0
1781149299715,88,2048,0,706,0
1781149304721,82,2048,0,707,0
1781149309732,69,2048,0,708,0
1781149314748,110,2048,0,709,0
1781149319768,58,2048,0,710,0
1781149324774,86,2048,0,711,0
1781149329786,82,2048,0,712,0
1781149334797,101,2048,0,713,0
1781149339810,107,2048,0,714,0
1781149344824,113,2048,0,715,0
1781149349828,92,2048,0,716,0
1781149354837,93,2048,0,717,0
1781149359865,108,2048,0,718,0
1781149364876,100,2048,0,719,0
1781149369884,126,2048,0,720,0
1781149374888,106,2048,0,721,0
1781149379894,117,2048,0,722,0
1781149384901,130,2048,0,723,0
1781149389902,108,2048,0,724,0
1781149394917,85,2048,0,725,0
1781149399926,109,2048,0,726,0
1781149404943,115,2048,0,727,0
1781149409955,98,2048,0,728,0
1781149414962,106,2048,0,729,0
1781149419965,76,2048,0,730,0
1781149424976,107,2048,0,731,0
1781149429981,113,2048,0,732,0
1781149434995,104,2048,0,733,0
1781149440004,124,2048,0,734,0
1781149445036,114,2048,0,735,0
1781149450051,113,2048,0,736,0
1781149455064,116,2048,0,737,0
1781149460079,99,2048,0,738,0
1781149465081,84,2048,0,739,0
1781149470096,92,2048,0,740,0
1781149475100,113,2048,0,741,0
1781149480123,113,2048,0,742,0
1781149485141,107,2048,0,743,0
1781149490158,110,2048,0,744,0
1781149495167,113,2048,0,745,0
1781149500177,124,2048,0,746,0
1781149505187,93,2048,0,747,0
1781149510193,82,2048,0,748,0
1781149515207,111,2048,0,749,0
1781149520214,129,2048,0,750,0
1781149525216,78,2048,0,751,0
